"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","LANDCOVER","VEGELOSS2004","PC","A","2018",0.8641989271,
"ARG","LANDCOVER","VEGELOSS2004","PC","A","2019",0.9124435123,
"ARM","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.8851129589,
"ARM","LANDCOVER","VEGEGAIN1992","PC","A","2018",5.6539707519,
"ARM","LANDCOVER","VEGEGAIN1992","PC","A","2019",5.9885587904,
"ARM","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.1421483319,
"ARM","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.5020550228,
"ARM","LANDCOVER","VEGELOSS1992","PC","A","2004",7.1624524169,
"ARM","LANDCOVER","VEGELOSS1992","PC","A","2018",8.154165692,
"ARM","LANDCOVER","VEGELOSS1992","PC","A","2019",8.2973580305,
"ARM","LANDCOVER","VEGELOSS2004","PC","A","2018",1.2855926241,
"ARM","LANDCOVER","VEGELOSS2004","PC","A","2019",1.4455511534,
"AZE","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.7702624462,
"AZE","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.9826965835,
"AZE","LANDCOVER","VEGEGAIN1992","PC","A","2019",5.1056314756,
"AZE","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.5591255519,
"AZE","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.6967001285,
"AZE","LANDCOVER","VEGELOSS1992","PC","A","2004",5.3012697985,
"AZE","LANDCOVER","VEGELOSS1992","PC","A","2018",6.4563290319,
"AZE","LANDCOVER","VEGELOSS1992","PC","A","2019",6.543837525,
"AZE","LANDCOVER","VEGELOSS2004","PC","A","2018",1.4264455608,
"AZE","LANDCOVER","VEGELOSS2004","PC","A","2019",1.5272970432,
"BHR","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.7572254335,
"BHR","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.7572254335,
"BHR","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.7572254335,
"BHR","LANDCOVER","VEGEGAIN2004","PC","A","2018",0,
"BHR","LANDCOVER","VEGEGAIN2004","PC","A","2019",0,
"BHR","LANDCOVER","VEGELOSS1992","PC","A","2004",3.7572254335,
"BHR","LANDCOVER","VEGELOSS1992","PC","A","2018",5.4913294798,
"BHR","LANDCOVER","VEGELOSS1992","PC","A","2019",5.4913294798,
"BHR","LANDCOVER","VEGELOSS2004","PC","A","2018",1.7341040462,
"BHR","LANDCOVER","VEGELOSS2004","PC","A","2019",1.7341040462,
"BGD","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.8329594501,
"BGD","LANDCOVER","VEGEGAIN1992","PC","A","2018",7.2467760767,
"BGD","LANDCOVER","VEGEGAIN1992","PC","A","2019",8.489118029,
"BGD","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.8474870017,
"BGD","LANDCOVER","VEGEGAIN2004","PC","A","2019",5.1718516739,
"BGD","LANDCOVER","VEGELOSS1992","PC","A","2004",8.268067745,
"BGD","LANDCOVER","VEGELOSS1992","PC","A","2018",9.6422527451,
"BGD","LANDCOVER","VEGELOSS1992","PC","A","2019",9.7091581723,
"BGD","LANDCOVER","VEGELOSS2004","PC","A","2018",1.7131973163,
"BGD","LANDCOVER","VEGELOSS2004","PC","A","2019",1.8075741716,
"BLR","LANDCOVER","VEGEGAIN1992","PC","A","2004",7.5252621643,
"BLR","LANDCOVER","VEGEGAIN1992","PC","A","2018",11.9539856362,
"BLR","LANDCOVER","VEGEGAIN1992","PC","A","2019",12.6656419091,
"BLR","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.67510428,
"BLR","LANDCOVER","VEGEGAIN2004","PC","A","2019",5.4337333709,
"BLR","LANDCOVER","VEGELOSS1992","PC","A","2004",5.1952283438,
"BLR","LANDCOVER","VEGELOSS1992","PC","A","2018",5.8514342307,
"BLR","LANDCOVER","VEGELOSS1992","PC","A","2019",5.8797182261,
"BLR","LANDCOVER","VEGELOSS2004","PC","A","2018",0.9884861443,
"BLR","LANDCOVER","VEGELOSS2004","PC","A","2019",1.0793032038,
"BEN","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.3988039126,
"BEN","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.4930206613,
"BEN","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.7929981752,
"BEN","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.2920332192,
"BEN","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.6697110111,
"BEN","LANDCOVER","VEGELOSS1992","PC","A","2004",3.810204364,
"BEN","LANDCOVER","VEGELOSS1992","PC","A","2018",7.4422496476,
"BEN","LANDCOVER","VEGELOSS1992","PC","A","2019",8.1042922501,
"BEN","LANDCOVER","VEGELOSS2004","PC","A","2018",3.8488572516,
"BEN","LANDCOVER","VEGELOSS2004","PC","A","2019",4.5660689902,
"BTN","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.2222061679,
"BTN","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.3964683449,
"BTN","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.4358743649,
"BTN","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.1995789104,
"BTN","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.2419071848,
"BTN","LANDCOVER","VEGELOSS1992","PC","A","2004",0.4023792479,
"BTN","LANDCOVER","VEGELOSS1992","PC","A","2018",0.4299634619,
"BTN","LANDCOVER","VEGELOSS1992","PC","A","2019",0.4470394038,
"BTN","LANDCOVER","VEGELOSS2004","PC","A","2018",0.0526361962,
"BTN","LANDCOVER","VEGELOSS2004","PC","A","2019",0.0725940872,
"BOL","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.5052490607,
"BOL","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.0957468506,
"BOL","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.2827345357,
"BOL","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.7429710195,
"BOL","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.9779795259,
"BOL","LANDCOVER","VEGELOSS1992","PC","A","2004",4.0984284404,
"BOL","LANDCOVER","VEGELOSS1992","PC","A","2018",4.612152329,
"BOL","LANDCOVER","VEGELOSS1992","PC","A","2019",4.6426551464,
"BOL","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6633356775,
"BOL","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7360269674,
"BIH","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.3519379053,
"BIH","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.9587737664,
"BIH","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.0623925514,
"BIH","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.9560578694,
"BIH","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.0851041224,
"BIH","LANDCOVER","VEGELOSS1992","PC","A","2004",5.2277485574,
"BIH","LANDCOVER","VEGELOSS1992","PC","A","2018",5.8452058758,
"BIH","LANDCOVER","VEGELOSS1992","PC","A","2019",6.026060018,
"BIH","LANDCOVER","VEGELOSS2004","PC","A","2018",0.9267867262,
"BIH","LANDCOVER","VEGELOSS2004","PC","A","2019",1.1361825329,
"BWA","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.1157146147,
"BWA","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.2443771205,
"BWA","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.2579981873,
"BWA","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.1442846657,
"BWA","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.1610442057,
"BWA","LANDCOVER","VEGELOSS1992","PC","A","2004",0.6389870166,
"BWA","LANDCOVER","VEGELOSS1992","PC","A","2018",0.898890148,
"BWA","LANDCOVER","VEGELOSS1992","PC","A","2019",0.9129409015,
"BWA","LANDCOVER","VEGELOSS2004","PC","A","2018",0.2762156498,
"BWA","LANDCOVER","VEGELOSS2004","PC","A","2019",0.2934071367,
"BRA","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.7339740077,
"BRA","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.3262424566,
"BRA","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.3982032296,
"BRA","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.7687748401,
"BRA","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.8571494829,
"BRA","LANDCOVER","VEGELOSS1992","PC","A","2004",5.582368138,
"BRA","LANDCOVER","VEGELOSS1992","PC","A","2018",6.1715149149,
"BRA","LANDCOVER","VEGELOSS1992","PC","A","2019",6.2307455237,
"BRA","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7654941051,
"BRA","LANDCOVER","VEGELOSS2004","PC","A","2019",0.8404899257,
"BRN","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.3297131116,
"BRN","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.1685952201,
"BRN","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.1006195059,
"BRN","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.0453651921,
"BRN","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.0270789205,
"BRN","LANDCOVER","VEGELOSS1992","PC","A","2004",0.9485701926,
"BRN","LANDCOVER","VEGELOSS1992","PC","A","2018",1.6005190873,
"BRN","LANDCOVER","VEGELOSS1992","PC","A","2019",1.8059911323,
"BRN","LANDCOVER","VEGELOSS2004","PC","A","2018",0.8609786203,
"BRN","LANDCOVER","VEGELOSS2004","PC","A","2019",1.1124148545,
"BGR","LANDCOVER","VEGEGAIN1992","PC","A","2004",5.1898328772,
"BGR","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.1182379316,
"BGR","LANDCOVER","VEGEGAIN1992","PC","A","2019",9.2088598381,
"BGR","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.0902404184,
"BGR","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.1900890465,
"BGR","LANDCOVER","VEGELOSS1992","PC","A","2004",2.7666977232,
"BGR","LANDCOVER","VEGELOSS1992","PC","A","2018",2.9037224131,
"BGR","LANDCOVER","VEGELOSS1992","PC","A","2019",3.017090782,
"BGR","LANDCOVER","VEGELOSS2004","PC","A","2018",0.3885568498,
"BGR","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5106138026,
"BFA","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.1808768102,
"BFA","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.7727679232,
"BFA","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.2198358357,
"BFA","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.9853191532,
"BFA","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.5289911675,
"BFA","LANDCOVER","VEGELOSS1992","PC","A","2004",12.7135813521,
"BFA","LANDCOVER","VEGELOSS1992","PC","A","2018",16.2614821738,
"BFA","LANDCOVER","VEGELOSS1992","PC","A","2019",16.9168430909,
"BFA","LANDCOVER","VEGELOSS2004","PC","A","2018",4.2215946644,
"BFA","LANDCOVER","VEGELOSS2004","PC","A","2019",5.0034048349,
"BDI","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.2579512195,
"BDI","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.9233170732,
"BDI","LANDCOVER","VEGEGAIN1992","PC","A","2019",5.6335609756,
"BDI","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.1624133907,
"BDI","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.9124154309,
"BDI","LANDCOVER","VEGELOSS1992","PC","A","2004",6.6224390244,
"BDI","LANDCOVER","VEGELOSS1992","PC","A","2018",7.904,
"BDI","LANDCOVER","VEGELOSS1992","PC","A","2019",7.9102439024,
"BDI","LANDCOVER","VEGELOSS2004","PC","A","2018",1.7154562444,
"BDI","LANDCOVER","VEGELOSS2004","PC","A","2019",1.729330058,
"KHM","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.0629171191,
"KHM","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.5088559984,
"KHM","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.5821213279,
"KHM","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.6555785521,
"KHM","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.7768182913,
"KHM","LANDCOVER","VEGELOSS1992","PC","A","2004",9.5315296173,
"KHM","LANDCOVER","VEGELOSS1992","PC","A","2018",13.3061428357,
"KHM","LANDCOVER","VEGELOSS1992","PC","A","2019",13.417144639,
"KHM","LANDCOVER","VEGELOSS2004","PC","A","2018",4.3323965385,
"KHM","LANDCOVER","VEGELOSS2004","PC","A","2019",4.4953195822,
"CMR","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.2491343021,
"CMR","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.6949894055,
"CMR","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.8685276863,
"CMR","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.5192865393,
"CMR","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.7102961472,
"CMR","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0569829078,
"CMR","LANDCOVER","VEGELOSS1992","PC","A","2018",2.124876381,
"CMR","LANDCOVER","VEGELOSS1992","PC","A","2019",2.2785578216,
"CMR","LANDCOVER","VEGELOSS2004","PC","A","2018",1.1463909635,
"CMR","LANDCOVER","VEGELOSS2004","PC","A","2019",1.3173820116,
"CAF","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.0438214588,
"CAF","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.1489879026,
"CAF","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.1547658618,
"CAF","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.1372792811,
"CAF","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.1454701387,
"CAF","LANDCOVER","VEGELOSS1992","PC","A","2004",0.3286103679,
"CAF","LANDCOVER","VEGELOSS1992","PC","A","2018",0.4983837518,
"CAF","LANDCOVER","VEGELOSS1992","PC","A","2019",0.5674411113,
"CAF","LANDCOVER","VEGELOSS2004","PC","A","2018",0.2020707401,
"CAF","LANDCOVER","VEGELOSS2004","PC","A","2019",0.2737217254,
"TCD","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.6809299558,
"TCD","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.149615761,
"TCD","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.9472574926,
"TCD","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.7680050603,
"TCD","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.6333254594,
"TCD","LANDCOVER","VEGELOSS1992","PC","A","2004",3.463282235,
"TCD","LANDCOVER","VEGELOSS1992","PC","A","2018",5.5077505851,
"TCD","LANDCOVER","VEGELOSS1992","PC","A","2019",5.9778211386,
"TCD","LANDCOVER","VEGELOSS2004","PC","A","2018",2.3316465749,
"TCD","LANDCOVER","VEGELOSS2004","PC","A","2019",2.86,
"CHL","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.0770942416,
"CHL","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.5607397313,
"CHL","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.7170573915,
"CHL","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.5864828009,
"CHL","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.7953199495,
"CHL","LANDCOVER","VEGELOSS1992","PC","A","2004",0.9131485284,
"CHL","LANDCOVER","VEGELOSS1992","PC","A","2018",1.5132114685,
"CHL","LANDCOVER","VEGELOSS1992","PC","A","2019",1.5380401884,
"CHL","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7043464759,
"CHL","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7835466756,
"CHN","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.9367493751,
"CHN","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.6363496422,
"CHN","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.0327826946,
"CHN","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.897684647,
"CHN","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.3323866569,
"CHN","LANDCOVER","VEGELOSS1992","PC","A","2004",2.7492455318,
"CHN","LANDCOVER","VEGELOSS1992","PC","A","2018",4.1375259797,
"CHN","LANDCOVER","VEGELOSS1992","PC","A","2019",4.3892989605,
"CHN","LANDCOVER","VEGELOSS2004","PC","A","2018",1.583814646,
"CHN","LANDCOVER","VEGELOSS2004","PC","A","2019",1.8726715989,
"COL","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.4962036336,
"COL","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.2281409651,
"COL","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.2638209252,
"COL","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.8150509368,
"COL","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.8577937498,
"COL","LANDCOVER","VEGELOSS1992","PC","A","2004",1.3958539015,
"COL","LANDCOVER","VEGELOSS1992","PC","A","2018",1.7418421009,
"COL","LANDCOVER","VEGELOSS1992","PC","A","2019",1.8335405324,
"COL","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4255980911,
"COL","LANDCOVER","VEGELOSS2004","PC","A","2019",0.524867921,
"COG","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.237234782,
"COG","LANDCOVER","VEGEGAIN1992","PC","A","2018",5.0806488759,
"COG","LANDCOVER","VEGEGAIN1992","PC","A","2019",5.2073693643,
"COG","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.9241651649,
"COG","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.0659950806,
"COG","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0290740035,
"COG","LANDCOVER","VEGELOSS1992","PC","A","2018",1.544932646,
"COG","LANDCOVER","VEGELOSS1992","PC","A","2019",1.586204478,
"COG","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6252909447,
"COG","LANDCOVER","VEGELOSS2004","PC","A","2019",0.6835182832,
"CRI","LANDCOVER","VEGEGAIN1992","PC","A","2004",5.442248925,
"CRI","LANDCOVER","VEGEGAIN1992","PC","A","2018",11.0611810733,
"CRI","LANDCOVER","VEGEGAIN1992","PC","A","2019",11.1909891556,
"CRI","LANDCOVER","VEGEGAIN2004","PC","A","2018",5.8825854825,
"CRI","LANDCOVER","VEGEGAIN2004","PC","A","2019",6.0288539885,
"CRI","LANDCOVER","VEGELOSS1992","PC","A","2004",2.8291851838,
"CRI","LANDCOVER","VEGELOSS1992","PC","A","2018",3.3912361516,
"CRI","LANDCOVER","VEGELOSS1992","PC","A","2019",3.5501158357,
"CRI","LANDCOVER","VEGELOSS2004","PC","A","2018",0.954478869,
"CRI","LANDCOVER","VEGELOSS2004","PC","A","2019",1.1290786621,
"CIV","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.3879719058,
"CIV","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.4106446173,
"CIV","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.6677966429,
"CIV","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.2418895039,
"CIV","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.5319365612,
"CIV","LANDCOVER","VEGELOSS1992","PC","A","2004",4.292494143,
"CIV","LANDCOVER","VEGELOSS1992","PC","A","2018",6.6623076125,
"CIV","LANDCOVER","VEGELOSS1992","PC","A","2019",7.0769163954,
"CIV","LANDCOVER","VEGELOSS2004","PC","A","2018",2.6437668757,
"CIV","LANDCOVER","VEGELOSS2004","PC","A","2019",3.0976684254,
"HRV","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.3186663481,
"HRV","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.071461829,
"HRV","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.1973477729,
"HRV","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.0665322581,
"HRV","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.218251059,
"HRV","LANDCOVER","VEGELOSS1992","PC","A","2004",5.5436622217,
"HRV","LANDCOVER","VEGELOSS1992","PC","A","2018",6.5081308524,
"HRV","LANDCOVER","VEGELOSS1992","PC","A","2019",6.685997098,
"HRV","LANDCOVER","VEGELOSS2004","PC","A","2018",1.2519346693,
"HRV","LANDCOVER","VEGELOSS2004","PC","A","2019",1.4573659987,
"CUB","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.4839324546,
"CUB","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.8850294913,
"CUB","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.9375503448,
"CUB","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.4728807259,
"CUB","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.5312311802,
"CUB","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0856768551,
"CUB","LANDCOVER","VEGELOSS1992","PC","A","2018",1.7163696878,
"CUB","LANDCOVER","VEGELOSS1992","PC","A","2019",1.7579732852,
"CUB","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7205200538,
"CUB","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7682089436,
"CYP","LANDCOVER","VEGEGAIN1992","PC","A","2004",4.0264668678,
"CYP","LANDCOVER","VEGEGAIN1992","PC","A","2018",6.2060912718,
"CYP","LANDCOVER","VEGEGAIN1992","PC","A","2019",6.7432129999,
"CYP","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.2060642975,
"CYP","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.7713801702,
"CYP","LANDCOVER","VEGELOSS1992","PC","A","2004",1.7845674808,
"CYP","LANDCOVER","VEGELOSS1992","PC","A","2018",2.2827673446,
"CYP","LANDCOVER","VEGELOSS1992","PC","A","2019",2.3859102851,
"CYP","LANDCOVER","VEGELOSS2004","PC","A","2018",0.5615090317,
"CYP","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7023621448,
"COD","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.3864611745,
"COD","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.8983441602,
"COD","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.9561972194,
"COD","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.6078979771,
"COD","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.6820640215,
"COD","LANDCOVER","VEGELOSS1992","PC","A","2004",1.5224951744,
"COD","LANDCOVER","VEGELOSS1992","PC","A","2018",2.410717845,
"COD","LANDCOVER","VEGELOSS1992","PC","A","2019",2.5276564174,
"COD","LANDCOVER","VEGELOSS2004","PC","A","2018",0.9847503094,
"COD","LANDCOVER","VEGELOSS2004","PC","A","2019",1.1180823528,
"DOM","LANDCOVER","VEGEGAIN1992","PC","A","2004",9.4979994225,
"DOM","LANDCOVER","VEGEGAIN1992","PC","A","2018",13.3954818573,
"DOM","LANDCOVER","VEGEGAIN1992","PC","A","2019",13.3567077782,
"DOM","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.0285739078,
"DOM","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.075788743,
"DOM","LANDCOVER","VEGELOSS1992","PC","A","2004",1.7484084753,
"DOM","LANDCOVER","VEGELOSS1992","PC","A","2018",2.931705372,
"DOM","LANDCOVER","VEGELOSS1992","PC","A","2019",3.0208032559,
"DOM","LANDCOVER","VEGELOSS2004","PC","A","2018",1.5095986484,
"DOM","LANDCOVER","VEGELOSS2004","PC","A","2019",1.6754886097,
"ECU","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.6114527155,
"ECU","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.3587632664,
"ECU","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.4431431564,
"ECU","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.8044015633,
"ECU","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.9022573287,
"ECU","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0879122244,
"ECU","LANDCOVER","VEGELOSS1992","PC","A","2018",1.4969847619,
"ECU","LANDCOVER","VEGELOSS1992","PC","A","2019",1.5530431211,
"ECU","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4597568624,
"ECU","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5291555103,
"EGY","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.3899758481,
"EGY","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.686572739,
"EGY","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.7353197201,
"EGY","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.3788750425,
"EGY","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.4440195109,
"EGY","LANDCOVER","VEGELOSS1992","PC","A","2004",2.7235001599,
"EGY","LANDCOVER","VEGELOSS1992","PC","A","2018",4.1048756477,
"EGY","LANDCOVER","VEGELOSS1992","PC","A","2019",4.0931637107,
"EGY","LANDCOVER","VEGELOSS2004","PC","A","2018",1.4895720235,
"EGY","LANDCOVER","VEGELOSS2004","PC","A","2019",1.4928130419,
"SLV","LANDCOVER","VEGEGAIN1992","PC","A","2004",14.535364616,
"SLV","LANDCOVER","VEGEGAIN1992","PC","A","2018",15.6141657916,
"SLV","LANDCOVER","VEGEGAIN1992","PC","A","2019",15.6247250201,
"SLV","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.0732956035,
"SLV","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.0979690656,
"SLV","LANDCOVER","VEGELOSS1992","PC","A","2004",0.412983158,
"SLV","LANDCOVER","VEGELOSS1992","PC","A","2018",0.8934280535,
"SLV","LANDCOVER","VEGELOSS1992","PC","A","2019",0.928038858,
"SLV","LANDCOVER","VEGELOSS2004","PC","A","2018",0.5489845328,
"SLV","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5947332439,
"GNQ","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.260929762,
"GNQ","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.0950905736,
"GNQ","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.1301735668,
"GNQ","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.1024574814,
"GNQ","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.1619978681,
"GNQ","LANDCOVER","VEGELOSS1992","PC","A","2004",2.4066306857,
"GNQ","LANDCOVER","VEGELOSS1992","PC","A","2018",2.6744517499,
"GNQ","LANDCOVER","VEGELOSS1992","PC","A","2019",2.7255100347,
"GNQ","LANDCOVER","VEGELOSS2004","PC","A","2018",0.5236993146,
"GNQ","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5995652912,
"ERI","LANDCOVER","VEGEGAIN1992","PC","A","2004",4.2797402056,
"ERI","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.5574543976,
"ERI","LANDCOVER","VEGEGAIN1992","PC","A","2019",11.5860304141,
"ERI","LANDCOVER","VEGEGAIN2004","PC","A","2018",5.2151588877,
"ERI","LANDCOVER","VEGEGAIN2004","PC","A","2019",7.2348181428,
"ERI","LANDCOVER","VEGELOSS1992","PC","A","2004",1.2753977717,
"ERI","LANDCOVER","VEGELOSS1992","PC","A","2018",2.3123204176,
"ERI","LANDCOVER","VEGELOSS1992","PC","A","2019",2.4845144913,
"ERI","LANDCOVER","VEGELOSS2004","PC","A","2018",1.0980591171,
"ERI","LANDCOVER","VEGELOSS2004","PC","A","2019",1.3154817877,
"EST","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.6034084927,
"EST","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.3431752459,
"EST","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.4310660294,
